,director_name,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,actor_3_name,country,content_rating,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
653,Steven Spielberg,150.0,655.0,Hal Holbrook,23000.0,182204440.0,Biography|Drama|History|War,Joseph Gordon-Levitt,Bruce McGill,USA,PG-13,65000000.0,826.0,7.4,71000.0
654,Lana Wachowski,136.0,99.0,Marcus Chong,18000.0,171383253.0,Action|Sci-Fi,Keanu Reeves,Gloria Foster,USA,R,63000000.0,145.0,8.7,25000.0
655,Ron Howard,140.0,552.0,Miko Hughes,15000.0,172071312.0,Adventure|Drama|History,Tom Hanks,Kathleen Quinlan,USA,PG,62000000.0,968.0,7.6,5000.0
657,Michael Lembeck,104.0,775.0,Aisha Tyler,901.0,139225854.0,Comedy|Family|Fantasy,Judge Reinhold,Eric Lloyd,USA,G,60000000.0,857.0,5.5,1000.0
658,Tom Hooper,158.0,11000.0,Eddie Redmayne,20000.0,148775460.0,Drama|Musical|Romance,Hugh Jackman,Anne Hathaway,USA,PG-13,61000000.0,13000.0,7.6,144000.0
662,Todd Phillips,95.0,490.0,RZA,21000.0,100448498.0,Comedy|Drama,Robert Downey Jr.,Matt Walsh,USA,R,65000000.0,561.0,6.6,25000.0
663,Angelina Jolie Pitt,137.0,465.0,Jack O'Connell,769.0,115603980.0,Biography|Drama|Sport|War,Finn Wittrock,Alex Russell,USA,PG-13,65000000.0,698.0,7.2,35000.0
670,Larry Charles,99.0,174.0,Aasif Mandvi,600.0,59617068.0,Comedy|Romance,Sayed Badreya,Horatio Sanz,USA,R,65000000.0,346.0,6.4,59000.0
672,Will Gluck,118.0,929.0,Dorian Missick,2000.0,85911262.0,Comedy|Drama|Family|Musical,Quvenzhané Wallis,David Zayas,USA,PG,65000000.0,1000.0,5.2,16000.0
673,Glenn Ficarra,105.0,523.0,Adrian Martinez,10000.0,53846915.0,Comedy|Crime|Drama|Romance,Will Smith,Gerald McRaney,USA,R,50100000.0,806.0,6.6,23000.0
674,McG,103.0,520.0,Abigail Spencer,27000.0,54758461.0,Action|Comedy|Romance,Tom Hardy,Warren Christie,USA,PG-13,65000000.0,1000.0,6.3,18000.0
680,Renny Harlin,121.0,263.0,Craig Bierko,394.0,33328051.0,Action|Crime|Drama|Mystery|Thriller,Melina Kanakaredes,Yvonne Zima,USA,R,65000000.0,380.0,6.7,4000.0
681,Taylor Hackford,135.0,184.0,Alun Armstrong,324.0,32598931.0,Action|Drama|Thriller,Pamela Reed,Michael Kitchen,USA,R,65000000.0,192.0,6.2,892.0
683,David Fincher,151.0,637.0,Meat Loaf,11000.0,37023395.0,Drama,Brad Pitt,Eugenie Bondurant,USA,R,63000000.0,783.0,8.8,48000.0
691,Frank Miller,102.0,6000.0,Bruce Willis,23000.0,13750556.0,Action|Crime|Thriller,Joseph Gordon-Levitt,Eva Green,USA,R,65000000.0,13000.0,6.5,32000.0
692,Sydney Pollack,133.0,970.0,Kristin Scott Thomas,11000.0,31054924.0,Drama|Mystery|Romance,Harrison Ford,Bill Cobbs,USA,R,64000000.0,1000.0,5.1,295.0
697,Steven Spielberg,127.0,191.0,Ariana Richards,967.0,356784000.0,Adventure|Sci-Fi|Thriller,Wayne Knight,Bob Peck,USA,PG-13,63000000.0,610.0,8.1,19000.0
706,Quentin Tarantino,187.0,1000.0,Jennifer Jason Leigh,46000.0,54116191.0,Crime|Drama|Mystery|Thriller|Western,Craig Stark,Zoë Bell,USA,R,44000000.0,1000.0,7.9,114000.0
709,Zack Snyder,117.0,447.0,Michael Fassbender,18000.0,210592590.0,Action|Drama|Fantasy|War,Gerard Butler,Vincent Regan,USA,R,65000000.0,13000.0,7.7,13000.0
711,David Frankel,115.0,664.0,Kathleen Turner,2000.0,143151473.0,Comedy|Drama|Family,Eric Dane,Haley Bennett,USA,PG,60000000.0,899.0,7.1,11000.0
712,Frank Darabont,189.0,693.0,Jeffrey DeMunn,15000.0,136801374.0,Crime|Drama|Fantasy|Mystery,Tom Hanks,Michael Jeter,USA,R,60000000.0,745.0,8.5,30000.0
714,Mark Dindal,81.0,397.0,Fred Willard,925.0,135381507.0,Adventure|Animation|Comedy|Family|Sci-Fi,Catherine O'Hara,Amy Sedaris,USA,G,150000000.0,729.0,5.8,912.0
715,David Fincher,149.0,625.0,Sela Ward,835.0,167735396.0,Crime|Drama|Mystery|Thriller,Patrick Fugit,Emily Ratajkowski,USA,R,61000000.0,812.0,8.1,146000.0
718,Simon West,116.0,475.0,Timothy Hutton,577.0,102678089.0,Drama|Mystery|Thriller,Daniel von Bargen,Clarence Williams III,USA,R,95000000.0,501.0,6.3,885.0
719,Peter Weir,103.0,576.0,Noah Emmerich,2000.0,125603360.0,Comedy|Drama|Sci-Fi,Natascha McElhone,Peter Krause,USA,PG,60000000.0,617.0,8.1,18000.0
721,Steve Carr,92.0,522.0,Lisa Edelstein,1000.0,104148781.0,Comedy|Family,Anjelica Huston,Jeff Garlin,USA,PG,60000000.0,955.0,5.5,886.0
722,Baltasar Kormákur,109.0,459.0,Patrick Fischler,18000.0,75573300.0,Action|Comedy|Crime|Drama|Thriller,Denzel Washington,Fred Ward,USA,R,61000000.0,497.0,6.7,22000.0
729,Adam Shankman,94.0,2000.0,Tom Welling,12000.0,82569532.0,Adventure|Comedy|Family,Taylor Lautner,Alyson Stoner,USA,PG,60000000.0,3000.0,5.4,781.0
730,Wes Ball,132.0,240.0,Lili Taylor,988.0,81687587.0,Action|Sci-Fi|Thriller,Ki Hong Lee,Rosa Salazar,USA,PG-13,61000000.0,960.0,6.4,24000.0
731,Ryan Murphy,140.0,745.0,Julia Roberts,11000.0,80574010.0,Drama|Romance,James Franco,Billy Crudup,USA,PG-13,60000000.0,8000.0,5.7,26000.0
733,Robert Schwentke,111.0,357.0,Morgan Freeman,13000.0,90356857.0,Action|Comedy|Crime|Thriller,Bruce Willis,Jaqueline Fleming,USA,PG-13,58000000.0,11000.0,7.1,32000.0
739,Christopher McQuarrie,130.0,1000.0,Robert Duvall,10000.0,80033643.0,Action|Crime|Mystery|Thriller,Tom Cruise,David Oyelowo,USA,PG-13,60000000.0,3000.0,7.0,38000.0
742,Steven Soderbergh,106.0,175.0,Monique Gabriela Curnen,13000.0,75638743.0,Drama|Thriller,Matt Damon,Griffin Kane,USA,PG-13,60000000.0,240.0,6.6,42000.0
743,David McNally,89.0,226.0,Dyan Cannon,658.0,66734992.0,Action|Adventure|Comedy|Crime,Estella Warren,Bill Hunter,USA,PG,60000000.0,257.0,4.4,858.0
744,Henry Selick,100.0,57.0,Dawn French,309.0,75280058.0,Animation|Family|Fantasy,Jennifer Saunders,John Hodgman,USA,PG,60000000.0,229.0,7.7,10000.0
745,M. Night Shyamalan,91.0,751.0,Alan Ruck,11000.0,64505912.0,Sci-Fi|Thriller,Zooey Deschanel,Kristen Connolly,USA,R,48000000.0,946.0,5.0,6000.0
746,Tony Scott,146.0,451.0,Radha Mitchell,18000.0,77862546.0,Action|Crime|Drama|Thriller,Denzel Washington,Giancarlo Giannini,USA,R,70000000.0,992.0,7.7,14000.0
747,Brian Robbins,98.0,722.0,Joel David Moore,21000.0,61112916.0,Comedy|Family|Fantasy,Robert Downey Jr.,Kristin Davis,USA,PG,50000000.0,936.0,4.4,747.0
751,Steven Zaillian,115.0,521.0,Kathleen Quinlan,3000.0,56702901.0,Drama,Robert Duvall,Sydney Pollack,USA,PG-13,60000000.0,552.0,6.5,1000.0
752,Chris Butler,92.0,586.0,Kodi Smit-McPhee,10000.0,55994557.0,Adventure|Animation|Comedy|Family|Fantasy,Anna Kendrick,Elaine Stritch,USA,PG,60000000.0,884.0,7.0,12000.0
755,Jon Avnet,124.0,672.0,Stockard Channing,1000.0,51045801.0,Drama|Romance,Joe Mantegna,Raymond Cruz,USA,PG-13,60000000.0,944.0,6.1,829.0
758,Kevin Donovan,98.0,107.0,Debi Mazar,966.0,50189179.0,Action|Comedy|Sci-Fi,Romany Malco,Ritchie Coster,USA,PG-13,60000000.0,680.0,5.3,797.0
759,Geoff Murphy,92.0,488.0,Brenda Bakke,789.0,50024083.0,Action|Thriller,Peter Greene,Patrick Kilpatrick,USA,R,60000000.0,520.0,5.4,1000.0
760,Kenneth Branagh,105.0,288.0,Nonso Anozie,539.0,50549107.0,Action|Drama|Thriller,Colm Feore,Gemma Chan,USA,PG-13,60000000.0,394.0,6.2,17000.0
761,David O. Russell,124.0,14000.0,Robert De Niro,34000.0,56443482.0,Biography|Comedy|Drama,Jennifer Lawrence,Bradley Cooper,USA,PG-13,60000000.0,22000.0,6.6,24000.0
765,Graham Annable,96.0,642.0,Dee Bradley Baker,874.0,50807639.0,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,Tracy Morgan,USA,PG,60000000.0,668.0,6.8,11000.0
768,John Pasquin,115.0,642.0,Diedrich Bader,1000.0,48472213.0,Action|Comedy|Crime,Eileen Brennan,Treat Williams,USA,PG-13,45000000.0,759.0,5.0,621.0
770,Ruben Fleischer,113.0,300.0,Brandon Molale,33000.0,45996718.0,Action|Crime|Drama|Thriller,Ryan Gosling,Wade Williams,USA,R,60000000.0,301.0,6.7,40000.0
772,Clint Eastwood,134.0,204.0,Morgan Freeman,13000.0,37479778.0,Biography|Drama|History|Sport,Matt Damon,Leleti Khumalo,USA,PG-13,60000000.0,11000.0,7.4,23000.0
775,Donald Petrie,94.0,230.0,Ray Walston,1000.0,36830057.0,Comedy|Family|Sci-Fi,Steven Anthony Lawrence,Michael Lerner,USA,PG,65000000.0,417.0,4.9,448.0
776,Clark Johnson,107.0,206.0,David Rasche,310.0,36279230.0,Action|Crime|Thriller,Blair Brown,Martin Donovan,USA,PG-13,60000000.0,219.0,6.1,690.0
783,Harold Ramis,96.0,236.0,Cathy Moriarty,22000.0,32122249.0,Comedy|Crime,Robert De Niro,Joe Viterelli,USA,R,60000000.0,394.0,5.9,846.0
788,Cameron Crowe,152.0,947.0,Zooey Deschanel,22000.0,32522352.0,Adventure|Comedy|Drama|Music,Philip Seymour Hoffman,Michael Angarano,USA,R,60000000.0,11000.0,7.9,15000.0
791,Scott Stewart,87.0,77.0,Alan Dale,865.0,29136626.0,Action|Fantasy|Horror|Sci-Fi|Thriller,Josh Wingate,Jacob Hopkins,USA,PG-13,60000000.0,441.0,5.7,20000.0
792,Patrick Gilmore,85.0,82.0,Adriano Giannini,11000.0,26288320.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Brad Pitt,Timothy West,USA,PG,60000000.0,102.0,6.7,880.0
794,Joss Whedon,173.0,19000.0,Robert Downey Jr.,26000.0,623279547.0,Action|Adventure|Sci-Fi,Chris Hemsworth,Scarlett Johansson,USA,PG-13,220000000.0,21000.0,8.1,123000.0
799,Walter Hill,91.0,68.0,Wilson Cruz,889.0,14218868.0,Horror|Sci-Fi|Thriller,Robert Forster,Vanessa Marshall,USA,PG-13,65000000.0,290.0,4.8,589.0
800,Akiva Goldsman,118.0,778.0,William Hurt,20000.0,22451.0,Drama|Fantasy|Mystery|Romance,Matt Bomer,Kevin Corrigan,USA,PG-13,60000000.0,882.0,6.2,17000.0
801,Harald Zwart,130.0,1000.0,Kevin Zegers,5000.0,31165421.0,Fantasy|Horror|Mystery|Romance,Aidan Turner,CCH Pounder,USA,PG-13,60000000.0,2000.0,6.0,44000.0
802,Brian Robbins,90.0,196.0,Mike O'Malley,973.0,11802056.0,Adventure|Comedy|Family|Romance|Sci-Fi,Marc Blucas,Shawn Christian,USA,PG,60000000.0,400.0,4.9,791.0
804,Ron Howard,122.0,1000.0,Adam Goldberg,11000.0,22362500.0,Comedy|Drama,Matthew McConaughey,Clint Howard,USA,PG-13,55000000.0,1000.0,6.1,641.0
806,Frank Miller,103.0,437.0,Jaime King,19000.0,19781879.0,Action|Crime|Fantasy|Thriller,Scarlett Johansson,Louis Lombardi,USA,PG-13,60000000.0,961.0,4.8,2000.0
812,Tim Miller,108.0,361.0,Ed Skrein,16000.0,363024263.0,Action|Adventure|Comedy|Romance|Sci-Fi,Ryan Reynolds,Stefan Kapicic,USA,R,58000000.0,805.0,8.1,117000.0
813,Stephen Herek,114.0,440.0,Morgan Fairchild,743.0,12065985.0,Comedy|Drama,Kelly Preston,Eric McCormack,USA,PG,60000000.0,730.0,4.9,296.0
814,Clint Eastwood,133.0,318.0,Leonard Roberts,14000.0,350123553.0,Action|Biography|Drama|History|Thriller|War,Bradley Cooper,Keir O'Donnell,USA,R,58800000.0,962.0,7.3,112000.0
815,Rob Letterman,103.0,543.0,Dylan Minnette,2000.0,80021740.0,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Ken Marino,USA,PG,58000000.0,1000.0,6.4,35000.0
818,Brian Levant,90.0,809.0,Mark Addy,1000.0,35231365.0,Comedy|Family|Romance|Sci-Fi,Taylor Negron,Danny Woodburn,USA,PG,60000000.0,891.0,3.6,500.0
819,Peter MacDonald,87.0,349.0,Kurtwood Smith,13000.0,53715611.0,Action|Adventure|Thriller|War,Sylvester Stallone,Richard Crenna,USA,R,63000000.0,1000.0,5.7,2000.0
820,George Clooney,114.0,110.0,Malcolm Goodwin,142.0,31199215.0,Comedy|Drama|Romance|Sport,Robert Baker,Matt Bushell,USA,PG-13,58000000.0,117.0,6.0,472.0
823,Shawn Levy,125.0,839.0,Jessica Szohr,1000.0,44665963.0,Comedy,Josh Gad,Rob Riggle,USA,PG-13,58000000.0,847.0,6.3,22000.0
827,Taylor Hackford,136.0,9000.0,Al Pacino,18000.0,60984028.0,Drama|Mystery|Thriller,Keanu Reeves,Charlize Theron,USA,R,57000000.0,14000.0,7.5,11000.0
828,Sean Anders,116.0,622.0,Leighton Meester,11000.0,36931089.0,Comedy,Adam Sandler,Will Forte,USA,R,70000000.0,3000.0,5.6,12000.0
830,Brett Ratner,97.0,455.0,Don Cheadle,4000.0,28328132.0,Action|Comedy|Crime|Drama,Salma Hayek,Chris Penn,USA,PG-13,58000000.0,3000.0,6.3,782.0
831,Mark Neveldine,96.0,1000.0,Spencer Wilding,12000.0,51774002.0,Action|Fantasy|Thriller,Nicolas Cage,Christopher Lambert,USA,PG-13,57000000.0,1000.0,4.3,18000.0
836,Robert Zemeckis,142.0,194.0,Siobhan Fallon Hogan,15000.0,329691196.0,Comedy|Drama,Tom Hanks,Sam Anderson,USA,PG-13,55000000.0,294.0,8.8,59000.0
841,Tom Shadyac,95.0,744.0,James Coburn,851.0,128769345.0,Comedy|Romance|Sci-Fi,Jada Pinkett Smith,Dave Chappelle,USA,PG-13,54000000.0,773.0,5.6,960.0
843,Sam Weisman,92.0,458.0,Abraham Benrubi,3000.0,105263257.0,Action|Adventure|Comedy|Family|Romance,Brendan Fraser,Holland Taylor,USA,PG,55000000.0,562.0,5.4,5000.0
845,Paul Greengrass,134.0,186.0,Chris Mulkey,15000.0,107100855.0,Biography|Drama|Thriller,Tom Hanks,Michael Chernus,USA,PG-13,55000000.0,535.0,7.9,65000.0
848,Antoine Fuqua,132.0,683.0,Chloë Grace Moretz,18000.0,101530738.0,Action|Crime|Thriller,Denzel Washington,James Wilcox,USA,R,55000000.0,17000.0,7.2,56000.0
851,Gabriele Muccino,117.0,168.0,Kurt Fuller,10000.0,162586036.0,Biography|Drama,Will Smith,James Karen,USA,PG-13,55000000.0,617.0,8.0,32000.0
855,Quentin Tarantino,111.0,640.0,Vivica A. Fox,926.0,70098138.0,Action,David Carradine,Chiaki Kuriyama,USA,R,30000000.0,890.0,8.1,13000.0
860,Robert Zemeckis,104.0,812.0,Meryl Streep,13000.0,58422650.0,Comedy|Fantasy|Horror,Bruce Willis,Isabella Rossellini,USA,PG-13,55000000.0,11000.0,6.4,8000.0
863,Mark Waters,94.0,497.0,Ophelia Lovibond,1000.0,68218041.0,Comedy|Family|Fantasy,Madeline Carroll,Philip Baker Hall,USA,PG,55000000.0,549.0,6.0,14000.0
871,Akiva Schaffer,102.0,537.0,Nicholas Braun,622.0,34350553.0,Action|Comedy|Sci-Fi,Will Forte,Rosemarie DeWitt,USA,R,68000000.0,591.0,5.7,15000.0
877,Clint Eastwood,141.0,539.0,Michael Kelly,11000.0,35707327.0,Crime|Drama|Mystery|Thriller,Angelina Jolie Pitt,Colm Feore,USA,R,55000000.0,963.0,7.8,14000.0
878,Andrew Davis,107.0,581.0,Morgan Freeman,18000.0,20550712.0,Action|Drama|Sci-Fi|Thriller,Keanu Reeves,Kevin Dunn,USA,PG-13,50000000.0,11000.0,5.6,1000.0
883,Ron Maxwell,280.0,67.0,Bruce Boxleitner,789.0,12870569.0,Drama|History|War,Billy Campbell,John Castle,USA,PG-13,56000000.0,640.0,6.3,953.0
884,Robert Butler,100.0,745.0,Lauren Holly,995.0,11466088.0,Action|Thriller,Hector Elizondo,Jeffrey DeMunn,USA,R,71000000.0,879.0,4.7,316.0
885,Karey Kirkpatrick,107.0,506.0,Ronny Cox,939.0,16088610.0,Comedy|Drama|Family|Fantasy,Stephen Root,Richard Schiff,USA,PG,55000000.0,605.0,5.6,610.0
886,James Bobin,119.0,518.0,Tina Fey,3000.0,51178893.0,Adventure|Comedy|Crime|Family|Musical,Ty Burrell,Hugh Bonneville,USA,PG,50000000.0,2000.0,6.4,10000.0
888,Steve Antin,119.0,676.0,Peter Gallagher,2000.0,39440655.0,Drama|Music|Musical|Romance,Eric Dane,David Walton,USA,PG-13,55000000.0,828.0,6.4,19000.0
893,Gabriele Muccino,123.0,835.0,Rosario Dawson,10000.0,69951824.0,Drama|Romance,Will Smith,Madison Pettis,USA,PG-13,55000000.0,3000.0,7.7,26000.0
894,Walter Hill,92.0,565.0,Jason Momoa,13000.0,9483821.0,Action|Thriller,Sylvester Stallone,Jon Seda,USA,R,55000000.0,11000.0,5.7,10000.0
899,Martin Brest,121.0,43.0,Lenny Venito,117.0,5660084.0,Comedy|Crime|Romance,Todd Giebenhain,David Backus,USA,R,54000000.0,62.0,2.4,2000.0
903,Baz Luhrmann,127.0,653.0,Kylie Minogue,1000.0,57386369.0,Drama|Musical|Romance,Jim Broadbent,Richard Roxburgh,USA,PG-13,52500000.0,691.0,7.6,10000.0
904,Harold Becker,89.0,303.0,Teri Polo,12000.0,45207112.0,Crime|Mystery|Thriller,Steve Buscemi,Matt O'Leary,USA,PG-13,53000000.0,708.0,5.5,361.0
905,Scott Cooper,123.0,3000.0,Benedict Cumberbatch,40000.0,62563543.0,Biography|Crime|Drama,Johnny Depp,Adam Scott,USA,R,53000000.0,19000.0,7.0,44000.0
907,F. Gary Gray,118.0,963.0,Leslie Bibb,18000.0,73343413.0,Crime|Drama|Thriller,Gerard Butler,Michael Kelly,USA,R,50000000.0,1000.0,7.4,21000.0
909,Jonathan Demme,172.0,466.0,Kimberly Elise,852.0,22843047.0,Drama|History|Horror,Oprah Winfrey,Hill Harper,USA,R,55000000.0,637.0,5.9,853.0
910,Curtis Hanson,124.0,681.0,Robert Duvall,21000.0,5755286.0,Drama|Romance|Sport,Robert Downey Jr.,Kelvin Han Yee,USA,PG-13,55000000.0,3000.0,5.9,672.0
911,Steven Spielberg,141.0,3000.0,Tom Hanks,29000.0,164435221.0,Biography|Crime|Drama,Leonardo DiCaprio,Jennifer Garner,USA,PG-13,52000000.0,15000.0,8.0,15000.0
912,Kathryn Bigelow,157.0,304.0,Harold Perrineau,1000.0,95720716.0,Drama|History|Thriller,Jennifer Ehle,Parker Sawyers,USA,R,40000000.0,1000.0,7.4,39000.0
914,Phyllida Lloyd,108.0,838.0,Meryl Streep,14000.0,143704210.0,Comedy|Family|Musical|Romance,Colin Firth,Julie Walters,USA,PG-13,52000000.0,11000.0,6.3,10000.0
915,Garry Marshall,125.0,11000.0,Taylor Lautner,14000.0,110476776.0,Comedy|Romance,Bradley Cooper,Anne Hathaway,USA,PG-13,52000000.0,12000.0,5.7,9000.0
918,David Dobkin,118.0,634.0,Olivia Wilde,16000.0,37035845.0,Comedy|Fantasy,Ryan Reynolds,Mircea Monroe,USA,R,52000000.0,10000.0,6.4,13000.0
920,Martin Scorsese,178.0,574.0,Don Rickles,22000.0,42438300.0,Biography|Crime|Drama,Robert De Niro,Kevin Pollak,USA,R,52000000.0,721.0,8.2,11000.0
922,Paul Hunter,104.0,343.0,Mako,961.0,23020488.0,Action|Comedy|Fantasy,Jaime King,Victoria Smurfit,USA,PG-13,52000000.0,691.0,5.5,846.0
926,Chris Weitz,130.0,12000.0,Kristen Stewart,21000.0,296623634.0,Adventure|Drama|Fantasy|Romance,Robert Pattinson,Taylor Lautner,USA,PG-13,50000000.0,17000.0,4.6,13000.0
928,George Nolfi,106.0,593.0,Michael Kelly,13000.0,62453315.0,Romance|Sci-Fi|Thriller,Matt Damon,Jon Stewart,USA,PG-13,50200000.0,963.0,7.1,36000.0
931,Seth MacFarlane,112.0,1000.0,Seth MacFarlane,15000.0,218628680.0,Comedy|Fantasy,Mila Kunis,Tom Skerritt,USA,R,50000000.0,3000.0,7.0,74000.0
932,James L. Brooks,139.0,285.0,Yeardley Smith,625.0,147637474.0,Comedy|Drama|Romance,Lupe Ontiveros,Shirley Knight,USA,PG-13,50000000.0,440.0,7.7,11000.0
934,Adam McKay,143.0,7000.0,Will Ferrell,11000.0,2175312.0,Comedy,Harrison Ford,Steve Carell,USA,PG-13,50000000.0,8000.0,6.3,41000.0
936,J.J. Abrams,112.0,417.0,AJ Michalka,1000.0,126975169.0,Mystery|Sci-Fi|Thriller,Joel Courtney,Zach Mills,USA,PG-13,50000000.0,560.0,7.1,37000.0
939,Phil Lord,112.0,584.0,Craig Roberts,17000.0,191616238.0,Action|Comedy|Crime,Channing Tatum,Amber Stevens West,USA,R,50000000.0,920.0,7.1,24000.0
940,Neil Jordan,123.0,4000.0,Tom Cruise,11000.0,105264608.0,Drama|Fantasy|Horror,Brad Pitt,Kirsten Dunst,USA,R,60000000.0,10000.0,7.6,11000.0
942,Rawson Marshall Thurber,107.0,569.0,Thomas Kretschmann,12000.0,126088877.0,Action|Comedy|Crime,Dwayne Johnson,Megan Park,USA,PG-13,50000000.0,919.0,6.6,10000.0
944,Sean Anders,96.0,322.0,Linda Cardellini,8000.0,150315155.0,Comedy|Family,Will Ferrell,Mark L. Young,USA,PG-13,50000000.0,2000.0,6.1,13000.0
945,Rob Marshall,125.0,10000.0,Meryl Streep,40000.0,127997349.0,Adventure|Comedy|Drama|Fantasy|Musical,Johnny Depp,Anna Kendrick,USA,PG,50000000.0,11000.0,6.0,90000.0
951,Tom Dey,95.0,11000.0,Matthew McConaughey,14000.0,88658172.0,Comedy|Romance,Bradley Cooper,Zooey Deschanel,USA,PG-13,50000000.0,11000.0,5.6,2000.0
953,Glenn Ficarra,118.0,7000.0,Emma Stone,33000.0,84244877.0,Comedy|Drama|Romance,Ryan Gosling,Steve Carell,USA,PG-13,50000000.0,15000.0,7.4,44000.0
954,Peter Hewitt,80.0,58.0,Mark Christopher Lawrence,13000.0,75367693.0,Animation|Comedy|Family|Fantasy,Bill Murray,Michael Monks,USA,PG,35000000.0,258.0,5.0,795.0
956,Bennett Miller,133.0,11000.0,Robin Wright,22000.0,75605492.0,Biography|Drama|Sport,Philip Seymour Hoffman,Brad Pitt,USA,PG-13,50000000.0,18000.0,7.6,27000.0
960,James McTeigue,132.0,443.0,Eddie Marsan,20000.0,70496802.0,Action|Drama|Thriller,Natalie Portman,Rupert Graves,USA,R,54000000.0,979.0,8.2,48000.0
961,David Dobkin,114.0,55.0,Anna-Louise Plowman,154.0,60470220.0,Action|Adventure|Comedy,Fann Wong,Georgina Chapman,USA,PG-13,50000000.0,131.0,6.2,955.0
963,Matthew O'Callaghan,78.0,1000.0,Frank Welker,8000.0,58336565.0,Adventure|Animation|Comedy|Family,Will Ferrell,Alexander Gould,USA,G,50000000.0,2000.0,6.6,624.0
964,Angela Robinson,101.0,541.0,Thomas Lennon,660.0,66002004.0,Adventure|Comedy|Family|Fantasy|Romance|Sport,Scoot McNairy,Cheryl Hines,USA,G,50000000.0,651.0,4.7,1000.0
965,Gary Fleder,113.0,477.0,Jennifer Esposito,1000.0,54997476.0,Crime|Drama|Mystery|Thriller,Oliver Platt,Conrad Goode,USA,R,50000000.0,912.0,6.3,970.0
968,D.J. Caruso,109.0,144.0,Emily Wickersham,15000.0,55092830.0,Action|Adventure|Sci-Fi|Thriller,Alex Pettyfer,Reuben Langdon,USA,PG-13,60000000.0,348.0,6.1,27000.0
970,Michael Bay,144.0,681.0,James Badge Dale,769.0,52822418.0,Action|Drama|Thriller|War,Toby Stephens,David Costabile,USA,R,50000000.0,726.0,7.4,44000.0
971,Jorge R. Gutiérrez,95.0,679.0,Hector Elizondo,17000.0,50150619.0,Adventure|Animation|Comedy|Family|Fantasy|Romance,Channing Tatum,Ana de la Reguera,USA,PG,50000000.0,995.0,7.3,18000.0
972,Richard Loncraine,105.0,935.0,Harrison Ford,87000.0,48745150.0,Crime|Thriller,Jimmy Bennett,Mary Lynn Rajskub,USA,PG-13,50000000.0,11000.0,5.8,773.0
973,Clint Eastwood,121.0,826.0,Mark Margolis,16000.0,50007168.0,Action|Crime|Drama|Thriller,Clint Eastwood,Scott Glenn,USA,R,50000000.0,1000.0,6.7,1000.0
974,Ridley Scott,125.0,957.0,Demi Moore,10000.0,48154732.0,Action|Drama|War,Viggo Mortensen,John Michael Higgins,USA,R,50000000.0,2000.0,5.8,2000.0
975,David Fincher,129.0,283.0,Armin Mueller-Stahl,495.0,48265581.0,Drama|Mystery|Thriller,Deborah Kara Unger,Charles Martinet,USA,R,50000000.0,294.0,7.8,25000.0
978,Jon Hurwitz,113.0,1000.0,Dania Ramirez,3000.0,56724080.0,Comedy,Alyson Hannigan,Natasha Lyonne,USA,R,50000000.0,1000.0,6.7,39000.0
980,Steven Quale,89.0,159.0,Alycia Debnam-Carey,490.0,47553512.0,Action|Thriller,Matt Walsh,Scott Lawrence,USA,PG-13,50000000.0,298.0,5.8,15000.0
981,John Landis,104.0,174.0,Jon Tenney,437.0,42610000.0,Action|Comedy|Crime|Thriller,Louis Lombardi,Gilbert R. Hill,USA,R,55000000.0,289.0,5.5,669.0
983,David Dobkin,141.0,3000.0,Robert Duvall,21000.0,47105085.0,Crime|Drama,Robert Downey Jr.,Leighton Meester,USA,R,50000000.0,3000.0,7.4,47000.0
987,Carl Franklin,114.0,323.0,Sanaa Lathan,18000.0,40905277.0,Crime|Drama|Romance|Thriller,Denzel Washington,John Billingsley,USA,R,50000000.0,886.0,6.5,1000.0
988,Steven Seagal,101.0,158.0,Joan Chen,854.0,38590500.0,Action|Adventure|Thriller,Mike Starr,Sven-Ole Thorsen,USA,R,50000000.0,643.0,4.4,812.0
991,Garry Marshall,119.0,434.0,Felicity Huffman,627.0,37486138.0,Comedy|Drama|Romance,Amber Valletta,Spencer Breslin,USA,PG-13,50000000.0,508.0,6.0,718.0
995,Andrew Bergman,117.0,210.0,Rumer Willis,2000.0,32800000.0,Comedy|Crime|Drama|Thriller,Demi Moore,Paul Guilfoyle,USA,R,40000000.0,472.0,4.3,877.0
997,Clint Eastwood,129.0,447.0,Jay Mohr,13000.0,32741596.0,Drama|Fantasy,Matt Damon,Cécile De France,USA,PG-13,50000000.0,563.0,6.5,16000.0
1002,Andrew Niccol,125.0,201.0,Chandler Canterbury,430.0,26616999.0,Action|Adventure|Romance|Sci-Fi|Thriller,J.D. Evermore,Rachel Roberts,USA,PG-13,40000000.0,329.0,5.9,43000.0
1004,Clint Eastwood,110.0,581.0,Anjelica Huston,16000.0,26199517.0,Action|Crime|Drama|Mystery|Thriller,Clint Eastwood,Rick Hoffman,USA,R,50000000.0,1000.0,6.4,705.0
